ProductID,ProductName,Category,SubCategory,UnitPrice,SatisfactionScore,SupplierName
OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,51.36977778,3,NorthStar
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,2745.3384,2,Prime Goods
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,216.815,4,Global Supply Co
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,60.23,1,NorthStar
OFF-AR-10003811,Newell 327,Office Supplies,Art,9.945,5,NorthStar
OFF-AR-10001246,Newell 317,Office Supplies,Art,11.424,1,NorthStar
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,1979.967,2,NorthStar
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,42.875,4,Prime Goods
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,21.229,5,Global Supply Co
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,1144.787,3,NorthStar
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,252.3876667,4,NorthStar
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,14.5824,1,Global Supply Co
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,92.47088889,4,NorthStar
TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,622.4308889,1,Prime Goods
OFF-FA-10002815,Staples,Office Supplies,Fasteners,16.872,2,Prime Goods
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,886.6044444,5,Global Supply Co
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,58.03666667,5,NorthStar
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,2776.033333,2,NorthStar
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,56.15866667,4,Prime Goods
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,712.22,1,Global Supply Co
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,43.945,1,Global Supply Co
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,711.1637143,5,Prime Goods
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,31.44,2,NorthStar
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,58.51244444,4,Prime Goods
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,10.08,3,NorthStar
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,158.038,2,Prime Goods
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,242.7516,1,NorthStar
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,328.23,4,Prime Goods
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,226.138,2,NorthStar
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,131.5591111,1,NorthStar
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,302.376,2,Prime Goods
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,123.96,3,Global Supply Co
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,19.20666667,4,Global Supply Co
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,25.50545455,3,Prime Goods
OFF-SU-10001935,Staples,Office Supplies,Supplies,4.941333333,3,NorthStar
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,2733.822,5,Global Supply Co
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,83.38466667,3,NorthStar
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,12.8084,1,NorthStar
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,1503.1048,4,Global Supply Co
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,16.82133333,4,Global Supply Co
OFF-LA-10001297,Avery 473,Office Supplies,Labels,41.4,2,Prime Goods
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,1408.725,2,Global Supply Co
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,30.39709091,4,Prime Goods
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,54.223625,2,Global Supply Co
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,13,2,NorthStar
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,17.504,2,Global Supply Co
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,7.425,4,Prime Goods
TEC-PH-10002496,Cisco SPA301,Technology,Phones,464.5035556,3,NorthStar
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,80.36,1,Global Supply Co
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,38.47542857,2,NorthStar
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,19.25485714,1,Global Supply Co
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,674.8482,5,Global Supply Co
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,10.89,1,Prime Goods
OFF-AR-10003394,Newell 332,Office Supplies,Art,13.4064,1,NorthStar
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,19.92,5,Prime Goods
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,7.665,1,NorthStar
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,66.8192,5,Global Supply Co
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,33.856,3,Global Supply Co
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,158.376,3,NorthStar
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,8.721,1,Global Supply Co
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,415.35975,1,Global Supply Co
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,82.6644,5,Prime Goods
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,21.888,3,Prime Goods
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,33.9552,5,Prime Goods
OFF-AR-10004078,Newell 312,Office Supplies,Art,21.34254545,3,Prime Goods
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,96.41866667,3,NorthStar
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,185.7306667,4,NorthStar
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,20.356,5,Prime Goods
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,263.967,2,Global Supply Co
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,590.5046667,2,NorthStar
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,626.0178462,5,Prime Goods
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,172.208,4,Global Supply Co
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,6.564,5,Global Supply Co
TEC-PH-10003092,Motorola L804,Technology,Phones,101.178,3,Prime Goods
OFF-LA-10004345,Avery 493,Office Supplies,Labels,13.9935,3,Global Supply Co
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,9.2928,3,NorthStar
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,440.9673333,5,NorthStar
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,10.716,5,Global Supply Co
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,32.384,4,Global Supply Co
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,17.5938,4,NorthStar
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,34.316,2,NorthStar
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,133.9486667,1,NorthStar
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,17.9014,1,Prime Goods
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,493.2013333,5,Global Supply Co
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,440.0553333,3,NorthStar
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,293.1488,5,Prime Goods
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,19.64266667,5,NorthStar
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,136.024,5,Prime Goods
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,10.16,3,Prime Goods
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,441.1335,5,Global Supply Co
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,93.444,1,Global Supply Co
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,350.896,5,Prime Goods
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,27.81333333,5,Prime Goods
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,314.352,1,Prime Goods
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,75.3182,4,Prime Goods
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,156.308,1,Global Supply Co
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,16.31384615,5,NorthStar
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,19.01942857,5,NorthStar
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,448.4,3,Global Supply Co
OFF-LA-10002787,Avery 480,Office Supplies,Labels,14.875,1,Global Supply Co
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,18.468,5,NorthStar
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,279.0666667,1,NorthStar
OFF-FA-10003112,Staples,Office Supplies,Fasteners,20.96485714,2,NorthStar
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,64.527,1,NorthStar
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,344.44,1,Prime Goods
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,47.693,3,Prime Goods
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,274.4173333,2,Prime Goods
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,13.825,1,Global Supply Co
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,226.611,2,Prime Goods
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,278.9185714,4,Prime Goods
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,32.67,5,Global Supply Co
TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,421.3235,2,NorthStar
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,27.83,1,Prime Goods
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,68.931,1,NorthStar
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,559.1483333,2,Prime Goods
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,71.76085714,1,Prime Goods
OFF-AR-10001954,Newell 331,Office Supplies,Art,18.8265,5,NorthStar
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,68.26666667,4,Prime Goods
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,37.56628571,4,Prime Goods
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,15.456,3,NorthStar
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,30.134,2,Global Supply Co
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,189.8052,5,NorthStar
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,395.3995,3,Global Supply Co
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,17.641,2,Prime Goods
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,68.672,1,Global Supply Co
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,7999.98,5,Prime Goods
OFF-LA-10001934,Avery 516,Office Supplies,Labels,27.4125,5,Global Supply Co
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,368.6359444,2,Prime Goods
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,317.2305,4,Prime Goods
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,39.296,4,Global Supply Co
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,664.96,1,Prime Goods
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,21.82133333,4,Prime Goods
OFF-LA-10002312,Avery 490,Office Supplies,Labels,35.52,1,NorthStar
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,112.1283636,5,Global Supply Co
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,8.088,3,Global Supply Co
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,34.59433333,1,Global Supply Co
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,209.88,4,NorthStar
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,698.7226667,1,Global Supply Co
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,18.144,5,Prime Goods
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,151.8244,1,Prime Goods
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,570.1284,3,Prime Goods
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,18.336,1,NorthStar
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,171.93,2,Prime Goods
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,257.1171429,2,Prime Goods
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,10.956,4,Global Supply Co
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,149.6765714,5,Prime Goods
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,114.1933333,1,Global Supply Co
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,1983.528,2,Prime Goods
OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,309.542,2,Prime Goods
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,88.3456,4,NorthStar
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,41.514,1,Global Supply Co
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,31.293,2,Prime Goods
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,186.64,4,NorthStar
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,144.3488,3,NorthStar
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,677.832,5,NorthStar
OFF-ST-10004634,"Personal Folder Holder, Ebony",Office Supplies,Storage,24.28833333,5,NorthStar
TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories,189.9683333,5,Prime Goods
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,212.45,3,NorthStar
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,11.466,1,NorthStar
TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,Accessories,121.618,1,NorthStar
OFF-LA-10003223,Avery 508,Office Supplies,Labels,14.56633333,5,Global Supply Co
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,11.151,1,Prime Goods
OFF-PA-10004971,Xerox 196,Office Supplies,Paper,11.56,1,Prime Goods
OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,54.306,1,NorthStar
TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Technology,Phones,41.972,1,Prime Goods
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,46.198125,4,NorthStar
FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,82.216,4,Global Supply Co
OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,7.272,2,Global Supply Co
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,1271.403143,5,NorthStar
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,631.4660769,5,Global Supply Co
OFF-LA-10004484,Avery 476,Office Supplies,Labels,13.7116,5,NorthStar
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,48.9024,5,Global Supply Co
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,373.672,2,Global Supply Co
OFF-BI-10004187,Staples,Office Supplies,Binders,7.018666667,2,Global Supply Co
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,424.6635,4,NorthStar
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,459.8433333,4,Prime Goods
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,843.7188571,2,NorthStar
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,26.16325,4,Global Supply Co
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,12.69115385,5,Prime Goods
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,85.6375,3,Prime Goods
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,19.47771429,5,NorthStar
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,23.985,1,NorthStar
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,770.678,4,Prime Goods
OFF-PA-10003657,Xerox 1927,Office Supplies,Paper,13.0112,2,Prime Goods
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,143.143,5,Prime Goods
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,111.5628,1,NorthStar
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,194.46875,2,NorthStar
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,22.09275,4,Prime Goods
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,744.5874286,3,NorthStar
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,15.7365,5,Prime Goods
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,307.0446667,4,NorthStar
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,901.2373333,4,NorthStar
OFF-LA-10001569,Avery 499,Office Supplies,Labels,16.02654545,2,NorthStar
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,64.02375,1,Global Supply Co
OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,9.6096,3,NorthStar
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,49.54114286,1,Global Supply Co
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,287.2645714,1,NorthStar
OFF-PA-10003953,Xerox 218,Office Supplies,Paper,9.8496,2,NorthStar
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,31.076,4,Global Supply Co
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,80.5952,2,Prime Goods
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,1387.1724,2,Global Supply Co
TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Accessories,137.4725,5,NorthStar
OFF-AR-10003190,Newell 32,Office Supplies,Art,7.872,1,Prime Goods
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,154.0224,1,NorthStar
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,731.392,4,NorthStar
OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,33.1328,3,Global Supply Co
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,5.72,3,NorthStar
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,837.3618571,5,NorthStar
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,93.258,5,NorthStar
OFF-PA-10003395,Xerox 1941,Office Supplies,Paper,348.102,3,Global Supply Co
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,269.96625,5,Prime Goods
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,50.85,5,Global Supply Co
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners,22.5,4,NorthStar
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,34.9125,3,Prime Goods
OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes,18.16622222,3,NorthStar
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,439.5195556,5,Prime Goods
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,180.66,5,Prime Goods
TEC-PH-10001557,Pyle PMP37LED,Technology,Phones,359.0026,1,Prime Goods
TEC-PH-10002085,Clarity 53712,Technology,Phones,188.0715,4,NorthStar
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,74.10033333,4,Prime Goods
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,37.7655,3,Global Supply Co
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,1929.118333,1,Prime Goods
OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders,224.844,4,NorthStar
OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,16.1872,5,Global Supply Co
OFF-AR-10002578,Newell 335,Office Supplies,Art,8.64,2,Global Supply Co
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,223.839,2,Global Supply Co
OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,54.288,5,NorthStar
OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,23.13566667,3,Prime Goods
OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,22.72,5,Prime Goods
OFF-LA-10004093,Avery 486,Office Supplies,Labels,18.68111111,1,NorthStar
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,42.27466667,4,NorthStar
TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories,98.88,5,Global Supply Co
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,7.482,2,NorthStar
OFF-PA-10001870,Xerox 202,Office Supplies,Paper,21.384,4,NorthStar
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,67.932,1,Prime Goods
OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies,51.15,2,Prime Goods
OFF-ST-10003221,Staples,Office Supplies,Storage,17.8,1,NorthStar
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,36.498,4,Prime Goods
TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Technology,Accessories,112.8317143,4,Prime Goods
OFF-AR-10003958,Newell 337,Office Supplies,Art,5.248,3,NorthStar
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,73.98,4,Prime Goods
OFF-LA-10004272,Avery 482,Office Supplies,Labels,5.78,1,Global Supply Co
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,197.372,5,Prime Goods
OFF-LA-10004853,Avery 483,Office Supplies,Labels,13.944,2,NorthStar
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,55.389,5,Global Supply Co
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,2113.833333,2,Prime Goods
OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,50.512,3,Prime Goods
OFF-PA-10001790,Xerox 1910,Office Supplies,Paper,117.2176,3,NorthStar
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,917.1024,4,NorthStar
OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,11.91790909,5,NorthStar
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,100.6701429,2,Prime Goods
FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,16.005,1,Prime Goods
