TransactionID,SaleDate,OrderDate,ShipDate,CustomerID,ProductID,SaleAmount,Quantity,ShipMode,CustomerSatisfactionScore,PaymentType
1356,7/5/2011,7/5/2011,7/5/2011,DC-12850,OFF-ST-10001522,220.776,3,Same Day,2,Bank Transfer
1357,7/5/2011,7/5/2011,7/5/2011,DC-12850,OFF-ST-10000563,281.424,11,Same Day,5,Bank Transfer
1358,5/6/2013,5/6/2013,5/8/2013,ND-18370,OFF-PA-10003641,79.14,3,First Class,5,PayPal
1359,4/27/2014,4/27/2014,4/28/2014,LB-16735,FUR-FU-10000010,1.988,1,First Class,2,Bank Transfer
1360,9/26/2011,9/26/2011,10/1/2011,KT-16465,FUR-CH-10002961,145.568,2,Second Class,5,Credit Card
1361,10/20/2014,10/20/2014,10/26/2014,HM-14860,OFF-AR-10002956,123.256,7,Standard Class,1,Bank Transfer
1362,10/20/2014,10/20/2014,10/26/2014,HM-14860,OFF-PA-10004041,23.68,4,Standard Class,4,Credit Card
1363,10/20/2014,10/20/2014,10/26/2014,HM-14860,TEC-PH-10001336,309.576,4,Standard Class,1,Bank Transfer
1364,11/11/2014,11/11/2014,11/12/2014,AB-10600,OFF-BI-10001036,38.388,14,First Class,5,PayPal
1365,11/11/2014,11/11/2014,11/12/2014,AB-10600,TEC-MA-10003183,95.994,2,First Class,1,Credit Card
1366,11/11/2014,11/11/2014,11/12/2014,AB-10600,TEC-AC-10001314,239.952,6,First Class,3,PayPal
1367,11/11/2014,11/11/2014,11/12/2014,AB-10600,TEC-PH-10002563,201.584,2,First Class,1,PayPal
1368,11/11/2014,11/11/2014,11/12/2014,AB-10600,FUR-CH-10003312,899.136,4,First Class,3,Bank Transfer
1369,7/9/2014,7/9/2014,7/12/2014,SZ-20035,FUR-FU-10001588,145.9,5,First Class,4,Bank Transfer
1370,12/24/2012,12/24/2012,12/28/2012,JR-15670,FUR-BO-10002613,590.058,7,Standard Class,2,PayPal
1371,12/24/2012,12/24/2012,12/28/2012,JR-15670,OFF-AR-10003405,14.04,3,Standard Class,1,PayPal
1372,3/8/2014,3/8/2014,3/13/2014,MG-17890,TEC-AC-10004510,49.08,3,Standard Class,5,PayPal
1373,4/1/2011,4/1/2011,4/6/2011,KM-16720,OFF-LA-10002312,29.6,2,Second Class,1,Bank Transfer
1374,4/1/2011,4/1/2011,4/6/2011,KM-16720,OFF-BI-10000042,17.088,4,Second Class,4,PayPal
1375,9/14/2012,9/14/2012,9/19/2012,CA-12265,FUR-TA-10003008,912.75,5,Standard Class,5,Credit Card
1376,8/4/2011,8/4/2011,8/9/2011,VD-21670,OFF-AP-10003590,1089.75,3,Second Class,3,Credit Card
1377,8/4/2011,8/4/2011,8/9/2011,VD-21670,OFF-PA-10000806,447.84,8,Second Class,2,Credit Card
1378,8/4/2011,8/4/2011,8/9/2011,VD-21670,OFF-AR-10000896,16.4,5,Second Class,2,PayPal
1379,8/4/2011,8/4/2011,8/9/2011,VD-21670,TEC-PH-10002310,399.96,5,Second Class,5,Bank Transfer
1380,8/4/2011,8/4/2011,8/9/2011,VD-21670,OFF-ST-10002289,158.9,5,Second Class,2,Bank Transfer
1381,8/4/2011,8/4/2011,8/9/2011,VD-21670,OFF-BI-10002852,13.184,1,Second Class,3,PayPal
1382,9/4/2013,9/4/2013,9/10/2013,JK-16120,FUR-FU-10003394,83.952,3,Standard Class,1,Credit Card
1383,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-ST-10002344,80.98,1,Same Day,1,PayPal
1384,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-PA-10001289,348.84,9,Same Day,1,Credit Card
1385,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-FA-10000053,9.45,5,Same Day,4,Bank Transfer
1386,2/5/2013,2/5/2013,2/5/2013,PP-18955,FUR-FU-10004091,18.84,3,Same Day,3,Credit Card
1387,2/5/2013,2/5/2013,2/5/2013,PP-18955,FUR-BO-10004015,239.98,2,Same Day,2,PayPal
1388,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-EN-10003001,167.96,2,Same Day,1,Credit Card
1389,2/5/2013,2/5/2013,2/5/2013,PP-18955,TEC-PH-10000215,104.85,3,Same Day,4,PayPal
1390,2/5/2013,2/5/2013,2/5/2013,PP-18955,TEC-PH-10003645,484.83,3,Same Day,5,Credit Card
1391,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-PA-10000357,122.97,3,Same Day,3,Credit Card
1392,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-ST-10004804,154.44,3,Same Day,3,Bank Transfer
1393,2/5/2013,2/5/2013,2/5/2013,PP-18955,OFF-PA-10003892,342.37,7,Same Day,5,PayPal
1394,7/4/2014,7/4/2014,7/5/2014,YS-21880,OFF-AR-10003514,9.552,3,First Class,5,PayPal
1395,10/10/2014,10/10/2014,10/15/2014,CK-12760,FUR-TA-10002958,652.45,5,Standard Class,2,Credit Card
1396,10/10/2014,10/10/2014,10/15/2014,CK-12760,FUR-TA-10001676,66.645,3,Standard Class,4,Bank Transfer
1397,11/25/2013,11/25/2013,11/27/2013,NC-18340,OFF-BI-10000822,17.216,4,First Class,3,Credit Card
1398,11/25/2013,11/25/2013,11/27/2013,NC-18340,OFF-PA-10004971,11.56,2,First Class,4,PayPal
1399,11/25/2013,11/25/2013,11/27/2013,NC-18340,TEC-AC-10002323,88.4,4,First Class,1,Bank Transfer
1400,11/25/2013,11/25/2013,11/27/2013,NC-18340,OFF-PA-10004888,6.48,1,First Class,1,PayPal
1401,11/2/2013,11/2/2013,11/6/2013,KM-16375,TEC-PH-10003988,21.8,2,Standard Class,4,PayPal
1402,11/2/2013,11/2/2013,11/6/2013,KM-16375,OFF-EN-10002230,251.79,3,Standard Class,3,Bank Transfer
1403,4/20/2013,4/20/2013,4/26/2013,GM-14455,FUR-TA-10002622,205.176,2,Standard Class,3,PayPal
1404,4/20/2013,4/20/2013,4/26/2013,GM-14455,OFF-PA-10000418,419.4,5,Standard Class,4,Bank Transfer
1405,4/6/2011,4/6/2011,4/8/2011,SD-20485,OFF-SU-10004498,10.304,1,First Class,2,Credit Card
1406,4/6/2011,4/6/2011,4/8/2011,SD-20485,FUR-TA-10001039,154.764,3,First Class,2,Bank Transfer
1407,4/6/2011,4/6/2011,4/8/2011,SD-20485,TEC-AC-10004659,116.784,2,First Class,5,Credit Card
1408,9/3/2013,9/3/2013,9/7/2013,KD-16270,OFF-AR-10002240,75.48,2,Standard Class,2,Bank Transfer
1409,9/3/2013,9/3/2013,9/7/2013,KD-16270,FUR-FU-10001967,39.98,2,Standard Class,1,Bank Transfer
1410,9/26/2013,9/26/2013,10/1/2013,AB-10105,FUR-TA-10002356,393.165,3,Standard Class,2,PayPal
1411,11/5/2014,11/5/2014,11/12/2014,SZ-20035,OFF-LA-10003923,23.68,2,Standard Class,1,Bank Transfer
1412,7/10/2013,7/10/2013,7/14/2013,JD-15895,FUR-CH-10002335,408.006,2,Standard Class,4,Bank Transfer
1413,7/10/2013,7/10/2013,7/14/2013,JD-15895,FUR-FU-10000723,165.28,4,Standard Class,4,Bank Transfer
1414,6/30/2011,6/30/2011,7/5/2011,HA-14905,OFF-BI-10002867,334.768,7,Standard Class,5,PayPal
1415,1/29/2014,1/29/2014,2/1/2014,BT-11305,TEC-AC-10000580,239.97,3,Second Class,5,Credit Card
1416,1/29/2014,1/29/2014,2/1/2014,BT-11305,FUR-FU-10003976,37.74,3,Second Class,5,PayPal
1417,9/21/2012,9/21/2012,9/24/2012,SV-20815,TEC-PH-10002922,946.344,7,First Class,1,PayPal
1418,9/21/2012,9/21/2012,9/24/2012,SV-20815,TEC-AC-10004353,151.2,3,First Class,2,Credit Card
1419,9/21/2012,9/21/2012,9/24/2012,SV-20815,FUR-FU-10001706,4.928,4,First Class,2,Credit Card
1420,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-PA-10000501,86.272,4,Standard Class,2,Credit Card
1421,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-BI-10000778,72.588,2,Standard Class,5,Bank Transfer
1422,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-AP-10004980,60.672,2,Standard Class,5,Bank Transfer
1423,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-BI-10003984,77.031,9,Standard Class,3,PayPal
1424,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-ST-10000798,119.904,6,Standard Class,3,Credit Card
1425,9/26/2012,9/26/2012,9/30/2012,RW-19540,TEC-PH-10001750,263.96,5,Standard Class,5,Credit Card
1426,9/26/2012,9/26/2012,9/30/2012,RW-19540,OFF-ST-10002743,363.648,4,Standard Class,5,Credit Card
1427,10/31/2012,10/31/2012,11/4/2012,DK-12835,OFF-BI-10002949,9.728,2,Second Class,5,Bank Transfer
1428,10/31/2012,10/31/2012,11/4/2012,DK-12835,OFF-EN-10002600,14.75,5,Second Class,5,PayPal
1429,10/31/2012,10/31/2012,11/4/2012,DK-12835,OFF-BI-10003708,29.8,5,Second Class,5,Bank Transfer
1430,10/31/2012,10/31/2012,11/4/2012,DK-12835,OFF-LA-10003510,427.42,14,Second Class,1,PayPal
1431,11/27/2014,11/27/2014,12/1/2014,LT-17110,TEC-PH-10003092,220.752,8,Standard Class,4,Bank Transfer
1432,12/19/2011,12/19/2011,12/21/2011,IM-15070,OFF-BI-10001191,152.76,6,Second Class,1,Credit Card
1433,12/19/2011,12/19/2011,12/21/2011,IM-15070,OFF-SU-10004115,7.27,1,Second Class,1,PayPal
1434,12/19/2011,12/19/2011,12/21/2011,IM-15070,FUR-CH-10000513,1819.86,14,Second Class,2,Bank Transfer
1435,12/27/2013,12/27/2013,12/31/2013,FP-14320,OFF-PA-10003673,33.9,5,Standard Class,2,Credit Card
1436,6/21/2014,6/21/2014,6/28/2014,ST-20530,OFF-PA-10001639,31.104,6,Standard Class,4,Bank Transfer
1437,6/21/2014,6/21/2014,6/28/2014,ST-20530,OFF-AR-10003829,5.248,2,Standard Class,1,PayPal
1438,10/15/2012,10/15/2012,10/15/2012,JE-15745,TEC-AC-10004975,263.88,3,Same Day,3,PayPal
1439,10/15/2012,10/15/2012,10/15/2012,JE-15745,FUR-CH-10002024,2453.43,5,Same Day,2,Credit Card
1440,4/13/2014,4/13/2014,4/16/2014,BD-11320,OFF-BI-10004364,29.7,5,Second Class,2,PayPal
1441,4/13/2014,4/13/2014,4/16/2014,BD-11320,OFF-PA-10001712,39.96,4,Second Class,3,PayPal
1442,12/20/2014,12/20/2014,12/25/2014,MM-17920,OFF-BI-10001510,36.672,2,Second Class,5,Credit Card
1443,8/6/2014,8/6/2014,8/9/2014,PW-19030,OFF-PA-10002713,13.76,2,First Class,4,PayPal
1444,10/1/2012,10/1/2012,10/6/2012,SC-20440,OFF-ST-10002974,139.424,4,Standard Class,5,PayPal
1445,5/24/2013,5/24/2013,5/29/2013,KL-16645,TEC-PH-10004165,1979.928,9,Standard Class,2,Bank Transfer
1446,6/14/2014,6/14/2014,6/17/2014,SD-20485,OFF-ST-10004804,164.736,4,First Class,3,PayPal
1447,6/14/2014,6/14/2014,6/17/2014,SD-20485,FUR-CH-10004289,470.302,7,First Class,4,Bank Transfer
1448,6/14/2014,6/14/2014,6/17/2014,SD-20485,TEC-PH-10002564,47.984,2,First Class,5,Bank Transfer
1449,4/23/2011,4/23/2011,4/24/2011,TS-21160,OFF-BI-10004876,2.502,3,First Class,2,PayPal
1450,5/1/2012,5/1/2012,5/7/2012,JB-15400,TEC-PH-10004348,88.752,3,Standard Class,5,PayPal
1451,7/19/2012,7/19/2012,7/20/2012,TS-21085,OFF-BI-10004352,2.025,1,First Class,4,Bank Transfer
1452,11/27/2013,11/27/2013,11/30/2013,MC-17425,OFF-PA-10001685,70.98,7,First Class,3,PayPal
1453,11/27/2013,11/27/2013,11/30/2013,MC-17425,OFF-BI-10000666,91.68,3,First Class,1,PayPal
1454,11/27/2013,11/27/2013,11/30/2013,MC-17425,OFF-BI-10004352,33.75,5,First Class,2,PayPal
1455,11/27/2013,11/27/2013,11/30/2013,MC-17425,TEC-MA-10000010,3040,8,First Class,4,PayPal
1456,6/13/2014,6/13/2014,6/20/2014,ME-17320,OFF-BI-10000977,91.2,3,Standard Class,5,Credit Card
1457,6/13/2014,6/13/2014,6/20/2014,ME-17320,FUR-TA-10002530,452.94,3,Standard Class,5,Bank Transfer
1458,8/17/2012,8/17/2012,8/21/2012,SC-20440,OFF-BI-10002412,52.2,9,Standard Class,2,Bank Transfer
1459,9/26/2013,9/26/2013,10/2/2013,NH-18610,OFF-LA-10001569,15.936,4,Standard Class,4,PayPal
1460,5/4/2011,5/4/2011,5/4/2011,AA-10480,FUR-FU-10001473,27.46,2,Same Day,4,Credit Card
1461,12/1/2012,12/1/2012,12/8/2012,LC-17140,OFF-BI-10001765,55.424,2,Standard Class,3,Credit Card
1462,3/12/2013,3/12/2013,3/16/2013,MB-18085,FUR-TA-10001095,244.006,2,Standard Class,5,Bank Transfer
1463,8/27/2013,8/27/2013,8/29/2013,LC-16930,TEC-AC-10004571,159.984,2,First Class,1,PayPal
1464,8/27/2013,8/27/2013,8/29/2013,LC-16930,FUR-CH-10002126,1024.716,6,First Class,4,Credit Card
1465,12/17/2013,12/17/2013,12/20/2013,KD-16495,OFF-FA-10001754,3.68,2,First Class,4,Bank Transfer
1466,8/8/2011,8/8/2011,8/14/2011,MB-17305,FUR-FU-10001602,121.376,4,Standard Class,3,PayPal
1467,8/8/2011,8/8/2011,8/14/2011,MB-17305,TEC-AC-10001767,95.976,3,Standard Class,2,PayPal
1468,5/16/2012,5/16/2012,5/16/2012,TH-21550,TEC-AC-10002402,255.968,4,Same Day,5,Bank Transfer
1469,12/10/2014,12/10/2014,12/14/2014,DK-12835,FUR-CH-10000847,872.94,3,Standard Class,5,Credit Card
1470,12/10/2014,12/10/2014,12/14/2014,DK-12835,OFF-BI-10003982,41.54,2,Standard Class,3,Credit Card
1471,12/10/2014,12/10/2014,12/14/2014,DK-12835,OFF-PA-10001293,12.96,2,Standard Class,2,Credit Card
1472,9/24/2012,9/24/2012,9/27/2012,ON-18715,OFF-AR-10000634,6.848,2,Second Class,5,Bank Transfer
1473,7/12/2014,7/12/2014,7/16/2014,KN-16390,OFF-LA-10004272,8.67,3,Standard Class,2,Credit Card
1474,12/1/2012,12/1/2012,12/2/2012,NM-18520,FUR-FU-10004270,6.688,4,Same Day,1,PayPal
1475,11/20/2013,11/20/2013,11/26/2013,NP-18685,OFF-AR-10003770,17.28,6,Standard Class,3,Credit Card
1476,11/20/2013,11/20/2013,11/26/2013,NP-18685,OFF-BI-10000320,17.712,3,Standard Class,4,PayPal
1477,3/20/2014,3/20/2014,3/25/2014,CG-12040,OFF-LA-10003121,28.91,7,Standard Class,1,PayPal
1478,11/14/2013,11/14/2013,11/18/2013,CS-12505,OFF-SU-10000381,52.136,7,Standard Class,1,Bank Transfer
1479,11/20/2014,11/20/2014,11/21/2014,KD-16345,TEC-PH-10000376,31.968,4,First Class,2,PayPal
1480,12/3/2013,12/3/2013,12/9/2013,MK-18160,OFF-PA-10002262,25.92,4,Standard Class,1,Bank Transfer
1481,12/3/2013,12/3/2013,12/9/2013,MK-18160,OFF-PA-10002464,40.46,7,Standard Class,5,Credit Card
1482,12/3/2013,12/3/2013,12/9/2013,MK-18160,OFF-ST-10002214,33.87,3,Standard Class,1,Bank Transfer
1483,8/26/2014,8/26/2014,8/29/2014,DW-13540,OFF-AR-10003560,9.728,2,Second Class,3,Credit Card
1484,8/26/2014,8/26/2014,8/29/2014,DW-13540,OFF-PA-10000130,3.424,1,Second Class,4,Bank Transfer
1485,10/15/2013,10/15/2013,10/19/2013,CP-12340,TEC-AC-10000865,177,3,Standard Class,4,Credit Card
1486,11/27/2011,11/27/2011,12/3/2011,MS-17770,OFF-FA-10003021,3.76,2,Standard Class,4,PayPal
1487,11/3/2012,11/3/2012,11/7/2012,CM-12655,TEC-PH-10003580,1212.848,7,Standard Class,5,PayPal
1488,11/3/2012,11/3/2012,11/7/2012,CM-12655,TEC-AC-10001109,89.97,3,Standard Class,3,Bank Transfer
1489,11/3/2012,11/3/2012,11/7/2012,CM-12655,FUR-FU-10003347,42.6,3,Standard Class,4,PayPal
1490,11/29/2011,11/29/2011,12/6/2011,Co-12640,OFF-LA-10000452,5.04,2,Standard Class,4,Credit Card
1491,5/1/2014,5/1/2014,5/6/2014,DL-13495,OFF-EN-10002986,62.96,4,Second Class,4,PayPal
1492,11/25/2014,11/25/2014,11/29/2014,TS-21370,OFF-PA-10001838,5.88,1,Standard Class,1,PayPal
1493,11/25/2014,11/25/2014,11/29/2014,TS-21370,FUR-CH-10000785,977.292,6,Standard Class,3,Bank Transfer
1494,10/31/2014,10/31/2014,11/4/2014,JW-15220,FUR-FU-10002885,9.64,2,Standard Class,5,Bank Transfer
1495,12/17/2011,12/17/2011,12/19/2011,RF-19840,OFF-AR-10002952,40.05,3,Second Class,4,Bank Transfer
1496,9/5/2014,9/5/2014,9/9/2014,JD-15790,OFF-AR-10003759,10.192,7,Standard Class,4,PayPal
1497,9/5/2014,9/5/2014,9/9/2014,JD-15790,OFF-ST-10004950,16.784,1,Standard Class,5,PayPal
1498,9/5/2014,9/5/2014,9/9/2014,JD-15790,OFF-AR-10001940,13.12,5,Standard Class,5,PayPal
1499,10/18/2013,10/18/2013,10/21/2013,NK-18490,OFF-BI-10003981,18.16,5,First Class,4,Bank Transfer
1500,11/13/2014,11/13/2014,11/19/2014,NG-18430,OFF-PA-10002749,16.056,3,Standard Class,1,Bank Transfer
1501,11/13/2014,11/13/2014,11/19/2014,NG-18430,OFF-PA-10003823,223.056,9,Standard Class,5,Credit Card
1502,11/13/2014,11/13/2014,11/19/2014,NG-18430,OFF-ST-10003716,540.048,3,Standard Class,5,Bank Transfer
1503,11/25/2013,11/25/2013,12/2/2013,AT-10435,TEC-PH-10001300,33.52,2,Standard Class,4,PayPal
1504,11/25/2013,11/25/2013,12/2/2013,AT-10435,FUR-FU-10000010,9.94,2,Standard Class,2,Bank Transfer
1505,8/1/2012,8/1/2012,8/7/2012,PC-19000,OFF-AR-10001868,6.72,4,Standard Class,2,Credit Card
1506,8/1/2012,8/1/2012,8/7/2012,PC-19000,FUR-TA-10003715,1004.976,6,Standard Class,5,Credit Card
1507,12/25/2014,12/25/2014,12/30/2014,AR-10540,OFF-BI-10003708,17.88,3,Standard Class,2,PayPal
1508,9/18/2013,9/18/2013,9/24/2013,CS-12505,TEC-MA-10004458,396,4,Standard Class,3,Bank Transfer
1509,12/11/2014,12/11/2014,12/11/2014,LS-16975,OFF-BI-10004965,34.5,3,Same Day,2,PayPal
1510,9/13/2014,9/13/2014,9/16/2014,JM-15535,FUR-FU-10004270,8.36,2,First Class,2,Credit Card
1511,6/25/2014,6/25/2014,7/2/2014,NH-18610,OFF-AR-10002135,385.6,8,Standard Class,2,Bank Transfer
1512,6/25/2014,6/25/2014,7/2/2014,NH-18610,OFF-AR-10003514,35.82,9,Standard Class,3,Bank Transfer
1513,8/19/2014,8/19/2014,8/23/2014,RA-19915,OFF-ST-10002276,200.064,3,Standard Class,3,Credit Card
1514,8/19/2014,8/19/2014,8/23/2014,RA-19915,OFF-BI-10001098,21.38,5,Standard Class,2,Bank Transfer
1515,8/19/2014,8/19/2014,8/23/2014,RA-19915,OFF-BI-10001636,6.744,4,Standard Class,3,Credit Card
1516,12/12/2014,12/12/2014,12/18/2014,AI-10855,FUR-CH-10002961,63.686,1,Standard Class,3,Bank Transfer
1517,12/11/2014,12/11/2014,12/15/2014,MC-17845,FUR-TA-10004256,1669.6,4,Second Class,5,PayPal
1518,2/4/2011,2/4/2011,2/7/2011,TB-21400,OFF-BI-10004593,83.84,2,Second Class,3,Bank Transfer
1519,2/4/2011,2/4/2011,2/7/2011,TB-21400,OFF-BI-10002827,13.272,3,Second Class,3,Credit Card
1520,2/12/2014,2/12/2014,2/15/2014,VW-21775,OFF-BI-10001759,21.336,7,Second Class,2,Credit Card
1521,4/17/2014,4/17/2014,4/22/2014,PL-18925,OFF-AR-10001419,16.52,5,Standard Class,2,PayPal
1522,12/6/2012,12/6/2012,12/11/2012,GH-14425,FUR-FU-10002253,206.112,6,Standard Class,1,Bank Transfer
1523,12/6/2012,12/6/2012,12/11/2012,GH-14425,OFF-PA-10002586,19.92,5,Standard Class,1,Credit Card
1524,12/6/2012,12/6/2012,12/11/2012,GH-14425,OFF-PA-10003039,198.272,8,Standard Class,3,Bank Transfer
1525,12/6/2012,12/6/2012,12/11/2012,GH-14425,OFF-ST-10004804,247.104,6,Standard Class,1,PayPal
1526,12/6/2012,12/6/2012,12/11/2012,GH-14425,OFF-AR-10004042,86.304,6,Standard Class,1,Credit Card
1527,7/23/2013,7/23/2013,7/28/2013,CJ-12010,OFF-AR-10002221,4.16,2,Standard Class,4,PayPal
1528,7/23/2013,7/23/2013,7/28/2013,CJ-12010,FUR-FU-10002456,11.648,2,Standard Class,2,Bank Transfer
1529,11/7/2012,11/7/2012,11/10/2012,MC-18130,OFF-FA-10004968,26.18,7,Second Class,1,PayPal
1530,11/7/2012,11/7/2012,11/10/2012,MC-18130,OFF-PA-10001274,7.3,2,Second Class,3,PayPal
1531,3/26/2012,3/26/2012,3/31/2012,BV-11245,OFF-PA-10001125,74.352,3,Standard Class,4,Bank Transfer
1532,9/1/2014,9/1/2014,9/6/2014,JF-15490,OFF-ST-10000344,10.744,1,Standard Class,1,Bank Transfer
1533,9/1/2014,9/1/2014,9/6/2014,JF-15490,OFF-FA-10000585,8.376,3,Standard Class,3,Bank Transfer
1534,12/5/2013,12/5/2013,12/9/2013,EB-13840,OFF-ST-10003324,212.88,6,Standard Class,2,PayPal
1535,2/11/2014,2/11/2014,2/15/2014,MP-18175,FUR-BO-10004015,203.983,2,Standard Class,1,Credit Card
1536,10/30/2013,10/30/2013,11/3/2013,JM-15655,OFF-ST-10000419,40.74,3,Standard Class,1,PayPal
1537,10/30/2013,10/30/2013,11/3/2013,JM-15655,OFF-AP-10001626,11.67,3,Standard Class,3,Bank Transfer
1538,9/16/2014,9/16/2014,9/18/2014,CL-11890,TEC-PH-10000439,39.99,1,Second Class,4,PayPal
1539,9/16/2014,9/16/2014,9/18/2014,CL-11890,OFF-AR-10003478,16.28,2,Second Class,3,PayPal
1540,9/16/2014,9/16/2014,9/18/2014,CL-11890,FUR-BO-10002545,782.94,3,Second Class,3,Credit Card
1541,9/16/2014,9/16/2014,9/18/2014,CL-11890,OFF-BI-10001765,242.48,7,Second Class,3,Credit Card
1542,3/11/2011,3/11/2011,3/16/2011,CK-12205,FUR-FU-10003981,8.32,5,Second Class,3,PayPal
1543,3/11/2011,3/11/2011,3/16/2011,CK-12205,OFF-FA-10001561,10.464,6,Second Class,3,Bank Transfer
1544,2/5/2011,2/5/2011,2/9/2011,DB-13270,OFF-BI-10004230,82.896,3,Standard Class,3,Bank Transfer
1545,2/5/2011,2/5/2011,2/9/2011,DB-13270,OFF-PA-10000350,34.24,4,Standard Class,5,PayPal
1546,12/31/2011,12/31/2011,1/4/2012,PC-18745,FUR-BO-10002613,1573.488,7,Second Class,2,Credit Card
1547,11/23/2012,11/23/2012,11/27/2012,VB-21745,OFF-PA-10000994,335.52,4,Standard Class,3,Credit Card
1548,11/23/2012,11/23/2012,11/27/2012,VB-21745,OFF-BI-10002867,23.912,2,Standard Class,1,Credit Card
1549,11/23/2012,11/23/2012,11/27/2012,VB-21745,OFF-ST-10001291,27.056,2,Standard Class,4,PayPal
1550,7/6/2011,7/6/2011,7/8/2011,EP-13915,TEC-CO-10001046,559.992,1,First Class,2,Bank Transfer
1551,11/14/2014,11/14/2014,11/19/2014,ME-17320,OFF-AP-10004868,9.324,6,Second Class,4,Credit Card
1552,6/18/2013,6/18/2013,6/23/2013,IG-15085,OFF-PA-10000806,111.96,2,Standard Class,5,Credit Card
1553,5/3/2011,5/3/2011,5/5/2011,JS-15940,OFF-LA-10002195,21.56,7,First Class,5,PayPal
1554,10/17/2014,10/17/2014,10/22/2014,BO-11425,OFF-BI-10003719,124.75,5,Standard Class,3,Credit Card
1555,2/6/2012,2/6/2012,2/13/2012,VW-21775,OFF-AR-10001315,5.28,3,Standard Class,5,Bank Transfer
1556,9/5/2014,9/5/2014,9/9/2014,AB-10150,TEC-AC-10000171,91.96,4,Standard Class,3,Credit Card
1557,5/10/2013,5/10/2013,5/16/2013,JW-16075,OFF-EN-10003134,9.344,1,Standard Class,1,Credit Card
1558,5/10/2013,5/10/2013,5/16/2013,JW-16075,OFF-AR-10001955,79.36,5,Standard Class,3,PayPal
1559,3/16/2012,3/16/2012,3/18/2012,JE-15475,FUR-TA-10001039,171.96,2,Second Class,2,Credit Card
1560,4/10/2013,4/10/2013,4/14/2013,EB-13750,OFF-BI-10003712,35.352,9,Standard Class,1,Bank Transfer
1561,4/4/2011,4/4/2011,4/9/2011,PK-18910,OFF-LA-10001641,18.9,6,Standard Class,3,Bank Transfer
1562,9/6/2014,9/6/2014,9/7/2014,CS-12400,OFF-AR-10003732,2.78,1,First Class,3,Credit Card
1563,7/1/2014,7/1/2014,7/1/2014,SG-20470,FUR-TA-10000577,1044.63,5,Same Day,2,PayPal
1564,11/9/2012,11/9/2012,11/9/2012,CM-12190,OFF-PA-10004000,11.352,3,Same Day,1,Credit Card
1565,3/4/2011,3/4/2011,3/4/2011,CL-12565,OFF-ST-10001370,354.9,5,Same Day,2,Bank Transfer
1566,3/19/2012,3/19/2012,3/25/2012,JO-15550,TEC-PH-10004539,453.576,3,Standard Class,3,Credit Card
1567,11/29/2012,11/29/2012,11/30/2012,AW-10840,TEC-AC-10003038,21.48,3,First Class,2,Bank Transfer
1568,11/29/2012,11/29/2012,11/30/2012,AW-10840,OFF-BI-10000088,8.784,4,First Class,1,Credit Card
1569,6/12/2014,6/12/2014,6/12/2014,DV-13465,OFF-PA-10000357,122.97,3,Same Day,3,PayPal
1570,11/27/2014,11/27/2014,12/1/2014,AH-10075,OFF-AR-10003504,12.84,3,Standard Class,3,Bank Transfer
1571,11/23/2011,11/23/2011,11/25/2011,SC-20095,FUR-CH-10000863,603.92,5,First Class,5,Credit Card
1572,11/23/2011,11/23/2011,11/25/2011,SC-20095,OFF-EN-10003160,21.84,3,First Class,4,Credit Card
1573,11/23/2011,11/23/2011,11/25/2011,SC-20095,TEC-AC-10003280,29.99,1,First Class,3,Credit Card
1574,11/23/2011,11/23/2011,11/25/2011,SC-20095,FUR-CH-10000595,381.44,2,First Class,3,Credit Card
1575,12/15/2011,12/15/2011,12/18/2011,MC-18100,TEC-PH-10000169,40.68,3,First Class,2,PayPal
1576,12/15/2011,12/15/2011,12/18/2011,MC-18100,FUR-CH-10004675,763.28,5,First Class,2,Credit Card
1577,4/23/2013,4/23/2013,4/28/2013,TT-21460,OFF-ST-10002406,23.952,2,Standard Class,1,PayPal
1578,5/24/2013,5/24/2013,5/28/2013,AP-10720,OFF-PA-10001526,4.98,1,Standard Class,1,Credit Card
1579,2/27/2013,2/27/2013,3/2/2013,DL-12865,OFF-AP-10004336,170.88,3,First Class,4,PayPal
1580,8/9/2012,8/9/2012,8/12/2012,NP-18325,TEC-PH-10003012,307.98,2,First Class,4,Credit Card
1581,8/9/2012,8/9/2012,8/12/2012,NP-18325,FUR-TA-10002607,382.806,9,First Class,2,PayPal
1582,8/9/2012,8/9/2012,8/12/2012,NP-18325,OFF-ST-10000642,41.96,2,First Class,3,Credit Card
1583,8/9/2012,8/9/2012,8/12/2012,NP-18325,OFF-BI-10000545,1217.568,2,First Class,5,Credit Card
1584,8/9/2012,8/9/2012,8/12/2012,NP-18325,FUR-FU-10002157,47.04,3,First Class,3,Credit Card
