TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,CustomerSatisfactionScore,PaymentType
453,5/4/2025,1112,2029,402,0,13.51,1,Credit Card
454,5/4/2025,1035,2064,403,1,0,1,Bank Transfer
455,5/4/2025,1187,2073,403,2,399.54,8,Cash
456,5/4/2025,1060,2038,402,1,3335.44,10,Credit Card
457,5/4/2025,1105,2038,403,0,1853.02,2,Credit Card
458,5/4/2025,1142,2075,402,3,3903.2,3,Bank Transfer
459,5/4/2025,1142,2063,401,2,1325.9,2,Bank Transfer
460,5/4/2025,1164,2085,404,2,387.44,3,PayPal
461,5/4/2025,1178,2053,404,1,1647.4,7,Bank Transfer
462,5/4/2025,1076,2048,402,3,1072.89,1,PayPal
463,5/4/2025,1061,2028,403,1,1148.29,10,Credit Card
464,5/4/2025,1118,2007,404,3,1750.17,8,Debit Card
465,5/4/2025,1142,2067,402,3,1163.8,10,Cash
466,5/4/2025,1062,2032,402,2,756.48,10,Credit Card
467,5/4/2025,1165,2010,404,2,124.54,10,Bank Transfer
468,5/4/2025,1023,2068,402,0,2460.72,2,Cash
469,5/4/2025,1068,2048,401,0,715.26,3,Debit Card
470,5/4/2025,1048,2097,402,3,0,9,Debit Card
471,5/4/2025,1053,2042,403,0,167.61,7,PayPal
472,5/4/2025,1054,2024,401,3,372.81,4,Cash
473,5/4/2025,1062,2089,402,3,1240.56,10,PayPal
474,5/4/2025,1061,2070,403,2,27.34,5,Credit Card
475,5/4/2025,1097,2059,403,2,0,2,Cash
476,5/4/2025,1066,2046,404,3,200.58,8,Credit Card
477,5/4/2025,1025,2092,404,2,771.54,4,PayPal
478,5/4/2025,1052,2047,403,3,334.98,9,Cash
479,5/4/2025,1011,2072,402,1,756.54,5,PayPal
480,5/4/2025,1004,2033,404,2,0,9,Cash
481,5/4/2025,1039,2025,403,1,503.32,4,PayPal
482,5/4/2025,1097,2072,402,3,420.3,10,Debit Card
483,5/4/2025,1140,2083,403,2,1843.58,5,PayPal
484,5/4/2025,1195,2062,404,3,3096.8,9,Debit Card
485,5/4/2025,1043,2093,403,1,1360.69,8,PayPal
486,5/4/2025,1035,2092,404,1,0,3,Cash
487,5/4/2025,1138,2082,401,0,533.2,1,Cash
488,5/4/2025,1019,2085,401,0,484.3,3,Cash
489,5/4/2025,1105,2017,402,0,1391.1,4,Bank Transfer
490,5/4/2025,1181,2019,401,1,4202.68,2,Credit Card
491,5/4/2025,1129,2058,403,0,1333.5,1,Cash
492,5/4/2025,1158,2081,404,3,2984.88,7,Debit Card
493,5/4/2025,1004,2000,404,0,2907.93,8,Cash
494,5/4/2025,1004,2067,403,2,465.52,7,Bank Transfer
495,5/4/2025,1004,2064,404,1,1323.18,5,Debit Card
496,5/4/2025,1027,2012,402,1,1121.74,1,Bank Transfer
497,5/4/2025,1049,2079,403,2,3802.16,7,Debit Card
498,5/4/2025,1068,2050,401,2,0,7,PayPal
499,5/4/2025,1103,2058,402,1,600.08,9,Credit Card
500,5/4/2025,1076,2087,401,0,159.32,3,Credit Card
501,5/4/2025,1023,2051,404,3,351.96,9,Bank Transfer
502,5/4/2025,1141,2060,401,0,408.38,1,Credit Card
503,5/4/2025,1179,2021,401,3,835.41,1,Bank Transfer
504,5/4/2025,1111,2082,403,0,0,4,Bank Transfer
505,5/4/2025,1135,2005,402,1,1157.71,9,Bank Transfer
506,5/4/2025,1177,2072,404,2,1008.72,6,Credit Card
507,5/4/2025,1011,2009,403,0,0,3,Bank Transfer
508,5/4/2025,1045,2040,401,1,31.09,1,Credit Card
509,5/4/2025,1150,2018,404,0,1084.52,4,Bank Transfer
510,5/4/2025,1076,2020,402,3,2254.98,9,Cash
511,5/4/2025,1173,2069,403,3,232.39,3,Bank Transfer
512,5/4/2025,1193,2094,402,0,1480.05,9,Debit Card
513,5/4/2025,1128,2095,403,0,0,7,Bank Transfer
514,5/4/2025,1025,2055,402,0,107.88,4,PayPal
515,5/4/2025,1087,2077,404,2,449.46,3,Bank Transfer
516,5/4/2025,1007,2081,403,3,746.22,10,Debit Card
517,5/4/2025,1125,2029,403,3,40.53,5,Debit Card
518,5/4/2025,1110,2023,404,0,1879.08,5,Credit Card
519,5/4/2025,1197,2079,403,1,855.49,3,Cash
520,5/4/2025,1182,2009,401,2,53.05,9,Bank Transfer
521,5/4/2025,1039,2048,402,3,357.63,4,Credit Card
522,5/4/2025,1081,2046,401,0,33.43,5,Cash
523,5/4/2025,1001,2039,404,2,2343.46,4,Bank Transfer
524,5/4/2025,1194,2034,401,1,245.11,5,PayPal
525,5/4/2025,1022,2023,404,3,5637.24,7,Bank Transfer
526,5/4/2025,1142,2071,404,0,615.16,9,Debit Card
527,5/4/2025,1006,2011,403,0,1229.22,7,Debit Card
528,5/4/2025,1152,2076,403,3,2418.21,5,PayPal
529,5/4/2025,1003,2037,404,3,1440.56,10,Credit Card
530,5/4/2025,1199,2010,402,1,210.17,10,Cash
531,5/4/2025,1175,2048,402,1,965.6,7,Bank Transfer
532,5/4/2025,1068,2038,403,3,0,10,Debit Card
533,5/4/2025,1037,2008,402,3,266.36,5,Credit Card
534,5/4/2025,1070,2053,403,3,1830.45,3,PayPal
535,5/4/2025,1005,2009,403,2,53.05,7,Debit Card
536,5/4/2025,1063,2092,404,1,867.98,2,PayPal
537,5/4/2025,1117,2013,402,2,2244.86,9,Bank Transfer
538,5/4/2025,1001,2050,403,3,0,10,Cash
539,5/4/2025,1084,2056,403,3,1574.16,10,Debit Card
540,5/4/2025,1166,2076,402,2,0,1,Debit Card
541,5/4/2025,1082,2077,402,3,0,6,Bank Transfer
542,5/4/2025,1080,2022,404,2,1073.89,7,Credit Card
543,5/4/2025,1074,2094,404,1,444.02,8,Cash
544,5/4/2025,1083,2048,403,3,0,10,Debit Card
545,5/4/2025,1093,2014,402,1,221.67,9,Cash
546,5/4/2025,1174,2098,401,3,2723.58,2,Debit Card
547,5/4/2025,1181,2026,404,2,507.74,10,Cash
548,5/4/2025,1177,2008,404,3,332.95,2,PayPal
549,5/4/2025,1035,2081,403,1,1343.2,5,Debit Card
550,5/4/2025,1064,2084,402,3,845.55,5,Cash
551,5/4/2025,1096,2009,404,3,198.93,6,Credit Card
552,5/4/2025,1149,2051,404,0,0,3,PayPal
553,5/4/2025,1092,2089,401,0,827.04,8,PayPal
554,5/4/2025,1196,2031,403,1,1526.31,1,Credit Card
555,5/4/2025,1165,2078,401,3,142.01,6,Cash
556,5/4/2025,1192,2042,404,0,1005.66,4,Bank Transfer
557,5/4/2025,1002,2012,403,1,560.87,1,Credit Card
558,5/4/2025,1130,2095,402,3,1963.16,7,Cash
559,5/4/2025,1095,2050,404,1,168.1,9,Credit Card
560,5/4/2025,1088,2003,404,0,385.18,4,Credit Card
561,5/4/2025,1075,2053,401,0,1830.45,4,Debit Card
562,5/4/2025,1186,2018,403,2,1301.42,6,Cash
563,5/4/2025,1087,2058,402,3,2667,3,Bank Transfer
564,5/4/2025,1089,2060,401,3,408.38,6,Debit Card
565,5/4/2025,1184,2089,404,2,1984.9,7,Credit Card
566,5/4/2025,1017,2038,401,0,0,10,Credit Card
567,5/4/2025,1005,2043,401,1,786.1,10,Credit Card
568,5/4/2025,1189,2031,402,1,2035.08,3,Cash
569,5/4/2025,1084,2071,404,3,0,7,Cash
570,5/4/2025,1059,2051,402,1,527.94,3,Debit Card
571,5/4/2025,1163,2084,404,3,845.55,2,Bank Transfer
572,5/4/2025,1007,2094,402,3,493.35,10,Debit Card
573,5/4/2025,1151,2054,404,0,0,4,PayPal
574,5/4/2025,1180,2027,402,2,0,8,Credit Card
575,5/4/2025,1192,2090,401,0,286.56,9,Credit Card
576,5/4/2025,1137,2023,403,2,1503.26,7,Credit Card
577,5/4/2025,1050,2058,401,2,1066.8,1,Debit Card
578,5/4/2025,1171,2062,403,3,619.36,3,Debit Card
579,5/4/2025,1156,2050,401,2,0,9,Credit Card
580,5/4/2025,1090,2058,402,2,1066.8,1,Debit Card
581,5/4/2025,1157,2075,401,1,702.58,9,Cash
582,5/4/2025,1080,2015,402,2,1619.93,8,Cash
583,5/4/2025,1029,2023,403,1,0,1,Debit Card
584,5/4/2025,1130,2049,404,1,845.86,6,Credit Card
585,5/4/2025,1147,2049,404,1,845.86,5,Debit Card
586,5/4/2025,1124,2081,402,1,2686.39,6,Debit Card
587,5/4/2025,1125,2036,402,1,588.55,10,Debit Card
588,5/4/2025,1080,2057,401,2,699.17,5,PayPal
589,5/4/2025,1002,2062,402,1,1114.85,6,Cash
590,5/4/2025,1098,2071,404,3,1845.48,5,Bank Transfer
591,5/4/2025,1175,2062,404,3,1858.08,5,Bank Transfer
592,5/4/2025,1125,2021,401,0,1670.82,4,PayPal
593,5/4/2025,1194,2028,403,0,637.94,3,Debit Card
594,5/4/2025,1070,2028,403,1,0,3,PayPal
595,5/4/2025,1199,2058,404,0,2667,4,PayPal
596,5/4/2025,1146,2014,403,2,0,9,Credit Card
597,5/4/2025,1138,2096,401,3,2688.72,2,Cash
598,5/4/2025,1139,2027,404,0,258.61,9,Bank Transfer
599,5/4/2025,1188,2083,402,2,1229.06,1,Debit Card
600,5/4/2025,1008,2057,403,2,699.17,1,Bank Transfer
601,5/4/2025,1022,2056,401,1,2361.24,5,Bank Transfer
602,5/4/2025,1053,2094,403,3,493.35,6,Cash
603,5/4/2025,1042,2078,402,1,127.81,6,Bank Transfer
604,5/4/2025,1052,2007,403,2,2333.56,3,Bank Transfer
605,5/4/2025,1152,2068,402,2,656.19,7,PayPal
606,5/4/2025,1180,2037,403,2,288.11,9,Cash
607,5/4/2025,1131,2086,401,1,2414.07,10,Credit Card
608,5/4/2025,1192,2052,401,2,0,8,Debit Card
609,5/4/2025,1167,2016,402,1,290.72,6,Bank Transfer
610,5/4/2025,1037,2091,403,1,0,8,Debit Card
611,5/4/2025,1194,2086,404,3,0,5,Credit Card
612,5/4/2025,1036,2073,403,3,1997.72,8,Debit Card
613,5/4/2025,1096,2057,401,0,1310.94,10,Credit Card
614,5/4/2025,1103,2065,403,2,376.27,4,PayPal
615,5/4/2025,1116,2062,403,0,1238.72,10,Bank Transfer
616,5/4/2025,1198,2093,401,3,0,8,Credit Card
617,5/4/2025,1162,2085,403,0,0,10,Debit Card
618,5/4/2025,1136,2050,402,3,933.9,2,Bank Transfer
619,5/4/2025,1054,2063,403,2,441.97,5,PayPal
620,5/4/2025,1072,2043,402,3,4367.25,9,Bank Transfer
621,5/4/2025,1087,2087,401,0,637.28,4,Credit Card
622,5/4/2025,1025,2080,404,0,3329.04,6,PayPal
623,5/4/2025,1031,2020,404,3,1127.49,1,Debit Card
624,5/4/2025,1000,2054,402,1,1620.92,9,PayPal
625,5/4/2025,1166,2038,402,2,2223.62,1,PayPal
626,5/4/2025,1023,2083,403,2,1229.06,5,Cash
627,5/4/2025,1021,2047,402,0,1674.9,4,PayPal
628,5/4/2025,1101,2080,403,1,3745.17,3,PayPal
629,5/4/2025,1109,2083,401,0,768.16,6,Bank Transfer
630,5/4/2025,1000,2027,404,0,517.22,2,Debit Card
631,5/4/2025,1033,2075,402,3,780.64,3,Bank Transfer
632,5/4/2025,1002,2001,403,0,824.7,5,Bank Transfer
633,5/4/2025,1108,2088,402,3,3546.75,9,Credit Card
634,5/4/2025,1018,2029,404,0,27.02,2,Bank Transfer
635,5/4/2025,1187,2013,401,2,2993.15,10,Cash
636,5/4/2025,1094,2038,402,3,926.51,8,Cash
637,5/4/2025,1198,2096,402,1,1814.89,2,Credit Card
638,5/4/2025,1017,2067,401,1,523.71,5,Debit Card
639,5/4/2025,1112,2044,402,1,560.47,7,Debit Card
640,5/4/2025,1105,2078,404,1,383.43,8,Bank Transfer
641,5/4/2025,1022,2012,402,0,623.19,1,Bank Transfer
642,5/4/2025,1150,2093,404,2,1814.26,6,Bank Transfer
643,5/4/2025,1109,2040,402,1,31.09,1,Debit Card
644,5/4/2025,1070,2082,401,1,719.82,2,PayPal
645,5/4/2025,1141,2076,403,0,3224.28,1,Cash
646,5/4/2025,1168,2038,402,1,1667.72,5,PayPal
647,5/4/2025,1191,2050,403,0,560.34,10,PayPal
648,5/4/2025,1005,2030,404,3,679.88,9,Debit Card
649,5/4/2025,1028,2030,404,0,509.91,6,PayPal
650,5/4/2025,1135,2001,403,2,989.64,1,Credit Card
651,5/4/2025,1033,2049,404,2,751.87,1,Bank Transfer
652,5/4/2025,1139,2087,402,3,0,2,Credit Card
653,5/4/2025,1197,2009,401,0,265.24,9,Cash
654,5/4/2025,1003,2033,402,0,836.25,3,Bank Transfer
655,5/4/2025,1015,2050,403,3,560.34,1,PayPal
656,5/4/2025,1108,2089,404,0,413.52,5,Cash
657,5/4/2025,1163,2068,402,2,3280.96,7,Bank Transfer
658,5/4/2025,1021,2039,401,1,878.8,6,PayPal
659,5/4/2025,1039,2068,403,3,2460.72,1,Credit Card
660,5/4/2025,1150,2081,401,2,1193.95,5,Bank Transfer
661,5/4/2025,1178,2055,402,0,53.94,5,PayPal
662,5/4/2025,1062,2011,404,0,0,6,Credit Card
663,5/4/2025,1116,2078,401,2,0,3,Cash
664,5/4/2025,1170,2094,402,0,986.7,5,Cash
665,5/4/2025,1003,2090,402,0,143.28,7,Cash
666,5/4/2025,1041,2063,403,2,1325.9,5,Cash
667,5/4/2025,1042,2047,402,2,803.95,5,Debit Card
668,5/4/2025,1187,2015,401,2,0,5,Bank Transfer
669,5/4/2025,1109,2034,401,2,326.81,10,Bank Transfer
670,5/4/2025,1182,2073,401,3,499.43,10,Debit Card
671,5/4/2025,1116,2065,403,0,470.34,3,PayPal
672,5/4/2025,1127,2072,402,2,1008.72,1,PayPal
673,5/4/2025,1040,2032,401,0,0,5,Cash
674,5/4/2025,1058,2094,401,0,493.35,9,Credit Card
675,5/4/2025,1003,2031,401,3,1695.9,1,PayPal
676,5/4/2025,1093,2049,402,1,1691.71,3,Credit Card
677,5/4/2025,1009,2070,404,1,30.76,4,Bank Transfer
678,5/4/2025,1082,2031,404,2,452.24,1,Credit Card
679,5/4/2025,1069,2009,403,0,0,1,Bank Transfer
680,5/4/2025,1128,2086,401,1,804.69,8,Debit Card
681,5/4/2025,1057,2066,401,3,1548.18,2,Debit Card
682,5/4/2025,1017,2059,403,2,409.64,8,Cash
683,5/4/2025,1083,2011,404,0,1638.96,7,PayPal
684,5/4/2025,1094,2025,403,2,223.7,10,Cash
685,5/4/2025,1189,2079,402,3,3802.16,10,Bank Transfer
686,5/4/2025,1094,2075,404,1,702.58,2,Cash
687,5/4/2025,1187,2069,402,1,627.45,6,Credit Card
688,5/4/2025,1001,2052,401,1,0,6,Bank Transfer
689,5/4/2025,1138,2044,401,2,166.06,3,Debit Card
690,5/4/2025,1000,2097,404,2,1347.36,2,PayPal
691,5/4/2025,1026,2026,402,3,211.56,1,Bank Transfer
692,5/4/2025,1125,2007,402,2,933.42,6,Bank Transfer
693,5/4/2025,1023,2005,402,3,1286.34,5,Credit Card
694,5/4/2025,1179,2047,404,0,669.96,9,PayPal
695,5/4/2025,1148,2012,402,3,3115.95,1,Debit Card
696,5/4/2025,1019,2075,401,3,2341.92,7,Bank Transfer
697,5/4/2025,1169,2016,402,2,775.25,5,Bank Transfer
698,5/4/2025,1066,2040,404,2,55.26,5,Credit Card
699,5/4/2025,1081,2057,403,1,393.28,2,Cash
700,5/4/2025,1019,2025,402,0,559.24,3,Debit Card
701,5/4/2025,1039,2013,402,3,4676.8,7,PayPal
702,5/4/2025,1119,2040,404,0,69.08,6,Bank Transfer
703,5/4/2025,1137,2045,402,3,0,2,Bank Transfer
704,5/4/2025,1078,2059,403,0,1536.15,6,Debit Card
705,5/4/2025,1023,2020,403,0,0,2,Cash
706,5/4/2025,1055,2041,402,0,4021.05,2,Bank Transfer
707,5/4/2025,1182,2031,403,3,1695.9,2,Debit Card
708,5/4/2025,1131,2006,403,2,475.2,3,Credit Card
709,5/4/2025,1044,2003,404,3,1155.54,2,Cash
710,5/4/2025,1142,2095,402,0,2453.95,4,PayPal
711,5/4/2025,1118,2013,402,0,1870.72,9,Bank Transfer
712,5/4/2025,1003,2007,402,1,1050.1,6,Debit Card
713,5/4/2025,1050,2051,403,0,117.32,1,Credit Card
714,5/4/2025,1149,2075,403,0,780.64,8,PayPal
715,5/4/2025,1005,2008,402,3,466.13,7,Debit Card
716,5/4/2025,1032,2011,403,0,409.74,10,Debit Card
717,5/4/2025,1010,2059,401,1,921.69,3,PayPal
718,5/4/2025,1146,2055,404,3,0,1,Credit Card
719,5/4/2025,1007,2048,404,1,1287.47,5,Credit Card
720,5/4/2025,1090,2027,402,2,413.78,4,Cash
721,5/4/2025,1071,2057,402,0,1310.94,10,Bank Transfer
722,5/4/2025,1157,2079,402,2,2281.3,8,PayPal
723,5/4/2025,1127,2052,404,0,2193.78,1,PayPal
724,5/4/2025,1022,2035,404,1,1619.98,10,PayPal
725,5/4/2025,1107,2025,402,0,279.62,1,Credit Card
726,5/4/2025,1097,2091,403,3,2717.37,4,Bank Transfer
727,5/4/2025,1139,2062,403,2,1486.46,8,Cash
728,5/4/2025,1099,2034,402,0,408.51,5,Debit Card
729,5/4/2025,1081,2076,402,0,2418.21,2,Debit Card
730,5/4/2025,1199,2035,401,3,2699.97,6,PayPal
731,5/4/2025,1135,2045,402,1,842.78,5,Bank Transfer
732,5/4/2025,1025,2031,402,2,904.48,2,Credit Card
733,5/4/2025,1136,2094,401,1,0,3,Bank Transfer
734,5/4/2025,1147,2049,403,1,3383.42,9,Bank Transfer
735,5/4/2025,1045,2030,403,2,407.93,7,Credit Card
736,5/4/2025,1151,2003,403,1,693.32,7,PayPal
737,5/4/2025,1144,2024,404,2,298.25,6,Bank Transfer
738,5/4/2025,1044,2062,401,0,1238.72,8,Debit Card
739,5/4/2025,1014,2029,402,0,13.51,4,Credit Card
740,5/4/2025,1134,2061,401,2,639.74,8,Cash
741,5/4/2025,1157,2025,402,2,671.09,4,PayPal
742,5/4/2025,1183,2022,403,0,2684.72,8,Credit Card
743,5/4/2025,1005,2018,402,0,542.26,9,Cash
744,5/4/2025,1134,2046,401,2,53.49,3,Cash
745,5/4/2025,1180,2084,404,0,281.85,3,Bank Transfer
746,5/4/2025,1086,2038,403,1,1667.72,2,Bank Transfer
747,5/4/2025,1040,2093,404,3,755.94,10,Bank Transfer
748,5/4/2025,1166,2040,402,2,27.63,3,Credit Card
749,5/4/2025,1057,2085,402,3,1452.9,3,Credit Card
750,5/4/2025,1078,2093,403,1,0,5,PayPal
751,5/4/2025,1045,2093,401,3,2267.82,5,Bank Transfer
752,5/4/2025,1197,2072,401,1,1513.08,2,Cash
753,5/4/2025,1154,2040,402,0,69.08,10,Debit Card
754,5/4/2025,1127,2018,403,0,0,6,PayPal
755,5/4/2025,1060,2044,403,1,934.11,5,Credit Card
756,5/4/2025,1162,2011,403,3,1229.22,6,PayPal
757,5/4/2025,1002,2033,402,1,3010.5,1,PayPal
758,5/4/2025,1177,2008,403,2,159.82,5,PayPal
759,5/4/2025,1027,2092,401,0,482.21,9,PayPal
760,5/4/2025,1098,2056,404,1,944.5,10,Debit Card
761,5/4/2025,1105,2063,404,2,2209.84,2,Bank Transfer
762,5/4/2025,1139,2048,401,3,357.63,1,Cash
763,5/4/2025,1147,2083,402,1,691.34,10,PayPal
764,5/4/2025,1115,2009,401,2,53.05,9,PayPal
765,5/4/2025,1005,2040,403,0,103.62,10,PayPal
766,5/4/2025,1018,2043,402,3,2620.35,9,Bank Transfer
767,5/4/2025,1041,2093,401,0,755.94,9,Credit Card
768,5/4/2025,1086,2076,404,0,0,6,Credit Card
769,5/4/2025,1110,2083,402,3,768.16,8,Debit Card
770,5/4/2025,1040,2006,401,2,0,1,Credit Card
771,5/4/2025,1052,2024,404,2,298.25,10,PayPal
772,5/4/2025,1169,2036,403,1,392.36,4,PayPal
773,5/4/2025,1024,2006,404,3,0,1,PayPal
774,5/4/2025,1039,2006,403,0,198,8,Debit Card
775,5/4/2025,1109,2011,403,3,1638.96,1,PayPal
776,5/4/2025,1051,2012,401,1,1121.74,3,Credit Card
777,5/4/2025,1043,2081,403,0,746.22,4,Bank Transfer
778,5/4/2025,1121,2014,403,3,985.2,8,Bank Transfer
779,5/4/2025,1120,2062,403,0,2477.44,6,Cash
780,5/4/2025,1164,2069,404,1,0,10,Credit Card
781,5/4/2025,1094,2048,403,1,321.87,7,PayPal
782,5/4/2025,1114,2005,403,3,428.78,8,Bank Transfer
783,5/4/2025,1119,2033,402,2,1338,2,Credit Card
784,5/4/2025,1144,2007,402,0,1166.78,10,Bank Transfer
785,5/4/2025,1021,2085,403,3,0,8,PayPal
786,5/4/2025,1193,2075,402,0,1561.28,3,Bank Transfer
787,5/4/2025,1099,2066,404,3,0,7,Cash
788,5/4/2025,1146,2030,404,2,543.9,3,Cash
789,5/4/2025,1020,2050,401,1,168.1,7,Bank Transfer
790,5/4/2025,1030,2096,404,1,3024.81,2,Credit Card
791,5/4/2025,1042,2027,402,1,232.75,10,Credit Card
792,5/4/2025,1010,2054,401,3,900.51,6,Credit Card
793,5/4/2025,1051,2080,402,2,0,3,Bank Transfer
794,5/4/2025,1081,2093,401,0,755.94,3,Credit Card
795,5/4/2025,1099,2071,404,2,984.26,9,PayPal
796,5/4/2025,1070,2066,404,0,0,7,Cash
797,5/4/2025,1179,2079,404,0,2851.62,5,PayPal
798,5/4/2025,1106,2019,402,0,3735.72,10,Credit Card
799,5/4/2025,1027,2072,401,2,672.48,7,PayPal
800,5/4/2025,1137,2044,404,2,830.32,9,Credit Card
801,5/4/2025,1098,2083,404,3,2304.48,1,Bank Transfer
802,5/4/2025,1009,2022,403,3,2684.72,7,PayPal
803,5/4/2025,1036,2079,404,0,950.54,6,Bank Transfer
804,5/4/2025,1101,2042,402,0,335.22,10,Bank Transfer
805,5/4/2025,1190,2060,403,2,0,9,Debit Card
806,5/4/2025,1005,2043,403,2,2096.28,1,Credit Card
807,5/4/2025,1071,2062,401,1,557.42,4,Cash
808,5/4/2025,1034,2038,404,2,2223.62,9,Credit Card
809,5/4/2025,1068,2093,404,0,2267.82,4,Cash
810,5/4/2025,1048,2056,402,3,524.72,10,Credit Card
811,5/4/2025,1189,2062,403,0,1858.08,3,Bank Transfer
812,5/4/2025,1131,2020,401,2,0,9,PayPal
813,5/4/2025,1181,2064,404,1,264.64,2,PayPal
814,5/4/2025,1199,2067,401,1,0,4,Debit Card
815,5/4/2025,1049,2025,401,1,503.32,6,Cash
816,5/4/2025,1008,2058,401,2,533.4,2,Cash
817,5/4/2025,1180,2025,403,2,894.78,8,Cash
818,5/4/2025,1118,2064,404,0,882.12,8,Bank Transfer
819,5/4/2025,1174,2003,402,2,308.14,1,Cash
820,5/4/2025,1125,2076,404,1,725.46,3,PayPal
821,5/4/2025,1121,2075,403,2,2498.05,10,Bank Transfer
822,5/4/2025,1041,2033,401,2,669,9,Credit Card
823,5/4/2025,1007,2049,401,1,845.86,5,Cash
824,5/4/2025,1146,2099,402,1,581.69,6,Cash
825,5/4/2025,1165,2028,402,2,1531.06,4,Credit Card
826,5/4/2025,1166,2052,401,0,731.26,10,Cash
827,5/4/2025,1121,2016,402,0,646.04,2,Credit Card
828,5/4/2025,1057,2032,403,2,3782.4,8,Bank Transfer
829,5/4/2025,1108,2048,403,3,357.63,6,PayPal
830,5/4/2025,1064,2027,404,2,413.78,5,Credit Card
831,5/4/2025,1173,2066,404,0,2580.3,9,Debit Card
832,5/4/2025,1001,2065,403,2,376.27,1,Credit Card
833,5/4/2025,1076,2087,401,3,796.6,5,Cash
834,5/4/2025,1016,2043,403,2,2795.04,6,Bank Transfer
835,5/4/2025,1070,2033,403,1,752.62,5,Bank Transfer
836,5/4/2025,1038,2066,402,0,1032.12,6,Credit Card
837,5/4/2025,1153,2051,403,1,316.76,6,PayPal
838,5/4/2025,1184,2003,404,2,1848.86,7,Debit Card
839,5/4/2025,1066,2053,404,3,0,4,Bank Transfer
840,5/4/2025,1188,2004,402,2,2967.2,8,Cash
841,5/4/2025,1185,2091,402,3,3623.16,7,Cash
842,5/4/2025,1171,2045,403,1,280.93,9,PayPal
843,5/4/2025,1168,2071,402,2,1968.51,7,Bank Transfer
844,5/4/2025,1024,2060,402,2,326.7,3,Credit Card
845,5/4/2025,1185,2071,402,2,984.26,3,Cash
846,5/4/2025,1167,2011,402,2,327.79,8,PayPal
847,5/4/2025,1057,2095,403,3,2453.95,5,Bank Transfer
848,5/4/2025,1084,2047,403,2,803.95,4,Bank Transfer
849,5/4/2025,1118,2015,404,0,4049.82,8,Bank Transfer
850,5/4/2025,1162,2074,401,3,659.5,6,Bank Transfer
851,5/4/2025,1049,2064,401,3,882.12,2,Bank Transfer
852,5/4/2025,1135,2038,404,0,926.51,4,Cash
853,5/4/2025,1038,2017,402,2,741.92,4,PayPal
854,5/4/2025,1104,2072,404,1,1134.81,6,Bank Transfer
855,5/4/2025,1080,2091,402,0,2717.37,6,Debit Card
856,5/4/2025,1124,2042,402,2,0,1,Debit Card
857,5/4/2025,1162,2007,401,3,583.39,8,PayPal
858,5/4/2025,1070,2026,402,1,190.4,6,Credit Card
859,5/4/2025,1125,2097,401,1,3031.56,3,Credit Card
860,5/4/2025,1157,2055,404,3,53.94,9,Credit Card
861,5/4/2025,1109,2061,404,0,799.68,2,Debit Card
862,5/4/2025,1009,2068,402,2,0,8,Credit Card
863,5/4/2025,1003,2041,402,0,2412.63,10,Cash
864,5/4/2025,1173,2000,402,1,872.38,3,Bank Transfer
865,5/4/2025,1177,2044,403,1,373.64,5,Debit Card
866,5/4/2025,1026,2049,403,1,3383.42,6,PayPal
867,5/4/2025,1016,2005,403,2,686.05,10,PayPal
868,5/4/2025,1116,2093,403,3,755.94,6,Bank Transfer
869,5/4/2025,1175,2017,403,3,463.7,4,Debit Card
870,5/4/2025,1091,2096,402,1,1209.92,3,Credit Card
871,5/4/2025,1103,2002,402,1,779.4,4,Credit Card
872,5/4/2025,1186,2016,402,0,646.04,1,Cash
873,5/4/2025,1150,2064,402,0,294.04,4,Cash
874,5/4/2025,1093,2091,401,3,2717.37,1,Credit Card
875,5/4/2025,1163,2032,401,0,0,1,PayPal
876,5/4/2025,1169,2013,401,0,935.36,10,PayPal
877,5/4/2025,1176,2014,404,3,1231.5,6,Cash
878,5/4/2025,1097,2015,403,3,2699.88,5,Bank Transfer
879,5/4/2025,1179,2019,402,0,1867.86,4,Credit Card
880,5/4/2025,1077,2053,401,2,976.24,3,Cash
881,5/4/2025,1159,2077,402,3,561.83,1,Cash
882,5/4/2025,1026,2065,401,2,1881.36,6,Credit Card
883,5/4/2025,1029,2013,404,1,0,2,Credit Card
884,5/4/2025,1155,2025,403,1,503.32,8,PayPal
885,5/4/2025,1091,2090,404,2,171.94,10,Bank Transfer
886,5/4/2025,1041,2005,404,1,385.9,5,Bank Transfer
887,5/4/2025,1176,2061,403,1,359.86,7,Credit Card
888,5/4/2025,1000,2001,401,0,1649.4,10,Debit Card
889,5/4/2025,1146,2085,404,1,653.81,2,Cash
890,5/4/2025,1023,2099,401,0,1292.64,8,Cash
891,5/4/2025,1065,2082,402,3,266.6,2,Credit Card
892,5/4/2025,1075,2033,404,0,2508.75,4,Debit Card
893,5/4/2025,1025,2022,401,2,1073.89,1,PayPal
894,5/4/2025,1092,2086,403,3,894.1,5,Credit Card
895,5/4/2025,1189,2014,401,0,0,9,Credit Card
896,5/4/2025,1002,2017,402,2,0,1,Cash
897,5/4/2025,1091,2056,403,0,1049.44,9,Credit Card
898,5/4/2025,1095,2043,402,0,0,8,Credit Card
899,5/4/2025,1102,2051,404,2,93.86,6,Credit Card
900,5/4/2025,1098,2088,404,3,0,7,Cash
901,5/4/2025,1166,2021,401,1,0,3,PayPal
902,5/4/2025,1178,2092,401,1,867.98,1,PayPal
